starttime	seconds	ctime	dtime	ttime	wait
Tue Jul 08 23:39:47 2025	1752007187	2	617	618	611
Tue Jul 08 23:39:44 2025	1752007184	0	619	619	619
Tue Jul 08 23:39:45 2025	1752007185	0	619	619	565
Tue Jul 08 23:39:44 2025	1752007184	0	620	620	619
Tue Jul 08 23:39:36 2025	1752007176	1	619	620	619
Tue Jul 08 23:39:36 2025	1752007176	0	620	620	619
Tue Jul 08 23:39:39 2025	1752007179	0	620	620	620
Tue Jul 08 23:39:42 2025	1752007182	0	621	621	621
Tue Jul 08 23:39:36 2025	1752007176	2	619	621	619
Tue Jul 08 23:39:36 2025	1752007176	0	621	621	428
Tue Jul 08 23:39:47 2025	1752007187	0	621	622	621
Tue Jul 08 23:39:43 2025	1752007183	0	622	622	620
Tue Jul 08 23:39:44 2025	1752007184	0	623	623	622
Tue Jul 08 23:39:47 2025	1752007187	0	623	623	623
Tue Jul 08 23:39:47 2025	1752007187	0	624	624	621
Tue Jul 08 23:39:47 2025	1752007187	0	626	626	626
Tue Jul 08 23:39:42 2025	1752007182	0	628	628	627
Tue Jul 08 23:39:41 2025	1752007181	0	628	628	628
Tue Jul 08 23:39:45 2025	1752007185	0	630	630	628
Tue Jul 08 23:39:41 2025	1752007181	0	630	630	608
Tue Jul 08 23:39:44 2025	1752007184	0	630	630	628
Tue Jul 08 23:39:41 2025	1752007181	0	631	631	606
Tue Jul 08 23:39:42 2025	1752007182	0	631	631	629
Tue Jul 08 23:39:42 2025	1752007182	0	631	631	627
Tue Jul 08 23:39:45 2025	1752007185	0	632	632	588
Tue Jul 08 23:39:44 2025	1752007184	0	632	632	632
Tue Jul 08 23:39:39 2025	1752007179	0	632	633	630
Tue Jul 08 23:39:45 2025	1752007185	0	633	633	597
Tue Jul 08 23:39:42 2025	1752007182	0	634	634	632
Tue Jul 08 23:39:42 2025	1752007182	0	634	634	633
Tue Jul 08 23:39:36 2025	1752007176	1	633	634	631
Tue Jul 08 23:39:44 2025	1752007184	0	634	635	634
Tue Jul 08 23:39:45 2025	1752007185	0	635	635	632
Tue Jul 08 23:39:47 2025	1752007187	0	635	635	634
Tue Jul 08 23:39:44 2025	1752007184	0	636	636	635
Tue Jul 08 23:39:43 2025	1752007183	0	637	637	559
Tue Jul 08 23:39:43 2025	1752007183	1	635	637	635
Tue Jul 08 23:39:45 2025	1752007185	0	637	637	597
Tue Jul 08 23:39:45 2025	1752007185	0	638	638	500
Tue Jul 08 23:39:46 2025	1752007186	0	638	638	546
Tue Jul 08 23:39:46 2025	1752007186	0	639	639	638
Tue Jul 08 23:39:39 2025	1752007179	0	639	639	477
Tue Jul 08 23:39:37 2025	1752007177	0	639	639	484
Tue Jul 08 23:39:43 2025	1752007183	0	640	640	639
Tue Jul 08 23:39:42 2025	1752007182	0	640	640	639
Tue Jul 08 23:39:36 2025	1752007176	0	640	640	394
Tue Jul 08 23:39:35 2025	1752007175	5	635	641	635
Tue Jul 08 23:39:41 2025	1752007181	0	640	641	640
Tue Jul 08 23:39:45 2025	1752007185	0	641	641	564
Tue Jul 08 23:39:46 2025	1752007186	0	641	641	640
Tue Jul 08 23:39:46 2025	1752007186	0	641	641	641
Tue Jul 08 23:39:44 2025	1752007184	0	642	642	641
Tue Jul 08 23:39:42 2025	1752007182	0	643	643	641
Tue Jul 08 23:39:45 2025	1752007185	0	644	644	541
Tue Jul 08 23:39:43 2025	1752007183	2	642	644	639
Tue Jul 08 23:39:43 2025	1752007183	1	643	644	643
Tue Jul 08 23:39:41 2025	1752007181	2	643	646	566
Tue Jul 08 23:39:44 2025	1752007184	0	646	646	646
Tue Jul 08 23:39:43 2025	1752007183	0	647	647	645
Tue Jul 08 23:39:47 2025	1752007187	0	647	647	647
Tue Jul 08 23:39:44 2025	1752007184	0	647	647	646
Tue Jul 08 23:39:41 2025	1752007181	0	648	649	648
Tue Jul 08 23:39:47 2025	1752007187	2	647	649	646
Tue Jul 08 23:39:43 2025	1752007183	0	650	650	532
Tue Jul 08 23:39:42 2025	1752007182	0	650	650	648
Tue Jul 08 23:39:47 2025	1752007187	0	650	650	649
Tue Jul 08 23:39:43 2025	1752007183	3	648	651	648
Tue Jul 08 23:39:47 2025	1752007187	0	651	651	648
Tue Jul 08 23:39:40 2025	1752007180	0	652	652	447
Tue Jul 08 23:39:43 2025	1752007183	0	653	653	545
Tue Jul 08 23:39:41 2025	1752007181	0	653	653	652
Tue Jul 08 23:39:41 2025	1752007181	0	654	654	630
Tue Jul 08 23:39:47 2025	1752007187	0	654	654	653
Tue Jul 08 23:39:44 2025	1752007184	0	654	654	319
Tue Jul 08 23:39:47 2025	1752007187	0	654	654	654
Tue Jul 08 23:39:43 2025	1752007183	3	651	654	650
Tue Jul 08 23:39:42 2025	1752007182	0	655	655	655
Tue Jul 08 23:39:36 2025	1752007176	4	652	656	652
Tue Jul 08 23:39:43 2025	1752007183	0	657	657	643
Tue Jul 08 23:39:35 2025	1752007175	6	651	658	651
Tue Jul 08 23:39:35 2025	1752007175	9	648	658	648
Tue Jul 08 23:39:45 2025	1752007185	0	659	659	658
Tue Jul 08 23:39:47 2025	1752007187	0	659	659	659
Tue Jul 08 23:39:43 2025	1752007183	3	657	660	657
Tue Jul 08 23:39:42 2025	1752007182	0	660	660	659
Tue Jul 08 23:39:41 2025	1752007181	0	660	660	576
Tue Jul 08 23:39:47 2025	1752007187	0	660	660	644
Tue Jul 08 23:39:42 2025	1752007182	0	661	661	660
Tue Jul 08 23:39:47 2025	1752007187	0	662	662	662
Tue Jul 08 23:39:43 2025	1752007183	0	662	662	645
Tue Jul 08 23:39:37 2025	1752007177	1	663	664	399
Tue Jul 08 23:39:42 2025	1752007182	1	664	664	664
Tue Jul 08 23:39:42 2025	1752007182	0	666	666	665
Tue Jul 08 23:39:37 2025	1752007177	1	666	667	664
Tue Jul 08 23:39:43 2025	1752007183	0	667	667	558
Tue Jul 08 23:39:41 2025	1752007181	0	667	668	667
Tue Jul 08 23:39:42 2025	1752007182	0	668	668	667
Tue Jul 08 23:39:47 2025	1752007187	0	668	668	668
Tue Jul 08 23:39:41 2025	1752007181	0	669	669	669
Tue Jul 08 23:39:47 2025	1752007187	0	670	670	669
Tue Jul 08 23:39:36 2025	1752007176	2	668	670	668
Tue Jul 08 23:39:46 2025	1752007186	0	671	671	668
Tue Jul 08 23:39:42 2025	1752007182	0	671	671	556
Tue Jul 08 23:39:44 2025	1752007184	0	672	672	671
Tue Jul 08 23:39:45 2025	1752007185	0	672	672	659
Tue Jul 08 23:39:41 2025	1752007181	0	672	672	670
Tue Jul 08 23:39:43 2025	1752007183	2	670	672	670
Tue Jul 08 23:39:45 2025	1752007185	0	675	675	674
Tue Jul 08 23:39:41 2025	1752007181	0	675	675	674
Tue Jul 08 23:39:43 2025	1752007183	1	673	675	673
Tue Jul 08 23:39:47 2025	1752007187	0	675	675	661
Tue Jul 08 23:39:40 2025	1752007180	0	676	676	676
Tue Jul 08 23:39:45 2025	1752007185	0	676	677	675
Tue Jul 08 23:39:46 2025	1752007186	0	677	677	676
Tue Jul 08 23:39:46 2025	1752007186	0	677	677	605
Tue Jul 08 23:39:41 2025	1752007181	1	677	678	677
Tue Jul 08 23:39:47 2025	1752007187	0	678	678	672
Tue Jul 08 23:39:43 2025	1752007183	3	676	678	675
Tue Jul 08 23:39:44 2025	1752007184	0	678	678	678
Tue Jul 08 23:39:41 2025	1752007181	0	679	680	678
Tue Jul 08 23:39:37 2025	1752007177	1	679	680	678
Tue Jul 08 23:39:43 2025	1752007183	0	680	680	680
Tue Jul 08 23:39:42 2025	1752007182	0	682	682	609
Tue Jul 08 23:39:47 2025	1752007187	0	683	683	682
Tue Jul 08 23:39:35 2025	1752007175	7	676	683	675
Tue Jul 08 23:39:45 2025	1752007185	0	683	683	655
Tue Jul 08 23:39:45 2025	1752007185	0	683	683	676
Tue Jul 08 23:39:45 2025	1752007185	0	683	683	683
Tue Jul 08 23:39:45 2025	1752007185	0	684	684	683
Tue Jul 08 23:39:47 2025	1752007187	0	685	685	616
Tue Jul 08 23:39:45 2025	1752007185	0	686	686	620
Tue Jul 08 23:39:47 2025	1752007187	0	687	687	686
Tue Jul 08 23:39:47 2025	1752007187	0	687	687	687
Tue Jul 08 23:39:42 2025	1752007182	0	688	688	686
Tue Jul 08 23:39:42 2025	1752007182	0	688	688	688
Tue Jul 08 23:39:43 2025	1752007183	0	688	688	554
Tue Jul 08 23:39:41 2025	1752007181	0	688	688	688
Tue Jul 08 23:39:46 2025	1752007186	0	689	689	496
Tue Jul 08 23:39:47 2025	1752007187	0	689	689	675
Tue Jul 08 23:39:44 2025	1752007184	0	689	689	679
Tue Jul 08 23:39:45 2025	1752007185	0	690	690	673
Tue Jul 08 23:39:41 2025	1752007181	1	690	690	615
Tue Jul 08 23:39:43 2025	1752007183	0	692	692	569
Tue Jul 08 23:39:42 2025	1752007182	0	693	693	596
Tue Jul 08 23:39:35 2025	1752007175	5	688	694	687
Tue Jul 08 23:39:44 2025	1752007184	0	694	694	694
Tue Jul 08 23:39:42 2025	1752007182	0	695	695	618
Tue Jul 08 23:39:45 2025	1752007185	1	695	695	436
Tue Jul 08 23:39:39 2025	1752007179	0	696	696	694
Tue Jul 08 23:39:46 2025	1752007186	1	696	697	667
Tue Jul 08 23:39:41 2025	1752007181	0	698	698	697
Tue Jul 08 23:39:40 2025	1752007180	4	694	698	693
Tue Jul 08 23:39:42 2025	1752007182	0	698	698	698
Tue Jul 08 23:39:41 2025	1752007181	2	697	699	635
Tue Jul 08 23:39:43 2025	1752007183	3	696	699	631
Tue Jul 08 23:39:41 2025	1752007181	0	699	699	683
Tue Jul 08 23:39:42 2025	1752007182	0	699	699	699
Tue Jul 08 23:39:37 2025	1752007177	1	699	700	694
Tue Jul 08 23:39:47 2025	1752007187	0	701	701	701
Tue Jul 08 23:39:46 2025	1752007186	0	702	702	700
Tue Jul 08 23:39:43 2025	1752007183	3	699	702	558
Tue Jul 08 23:39:41 2025	1752007181	0	702	702	701
Tue Jul 08 23:39:43 2025	1752007183	3	700	703	668
Tue Jul 08 23:39:44 2025	1752007184	0	703	703	703
Tue Jul 08 23:39:41 2025	1752007181	0	705	705	704
Tue Jul 08 23:39:45 2025	1752007185	0	705	705	705
Tue Jul 08 23:39:44 2025	1752007184	0	705	706	705
Tue Jul 08 23:39:47 2025	1752007187	0	706	706	705
Tue Jul 08 23:39:47 2025	1752007187	1	706	706	705
Tue Jul 08 23:39:44 2025	1752007184	0	708	708	707
Tue Jul 08 23:39:41 2025	1752007181	1	707	708	671
Tue Jul 08 23:39:47 2025	1752007187	0	708	708	707
Tue Jul 08 23:39:44 2025	1752007184	0	709	709	709
Tue Jul 08 23:39:42 2025	1752007182	0	709	710	688
Tue Jul 08 23:39:46 2025	1752007186	0	710	710	710
Tue Jul 08 23:39:44 2025	1752007184	0	711	711	709
Tue Jul 08 23:39:47 2025	1752007187	0	712	712	712
Tue Jul 08 23:39:47 2025	1752007187	0	712	712	711
Tue Jul 08 23:39:46 2025	1752007186	0	713	713	607
Tue Jul 08 23:39:37 2025	1752007177	0	713	713	713
Tue Jul 08 23:39:46 2025	1752007186	0	714	714	700
Tue Jul 08 23:39:47 2025	1752007187	0	714	714	713
Tue Jul 08 23:39:40 2025	1752007180	0	714	714	642
Tue Jul 08 23:39:47 2025	1752007187	0	714	714	690
Tue Jul 08 23:39:41 2025	1752007181	0	714	714	713
Tue Jul 08 23:39:35 2025	1752007175	9	706	715	596
Tue Jul 08 23:39:45 2025	1752007185	0	716	716	715
Tue Jul 08 23:39:41 2025	1752007181	0	716	716	639
Tue Jul 08 23:39:46 2025	1752007186	0	716	716	631
Tue Jul 08 23:39:39 2025	1752007179	0	717	717	715
Tue Jul 08 23:39:36 2025	1752007176	0	720	720	720
Tue Jul 08 23:39:41 2025	1752007181	0	721	721	635
Tue Jul 08 23:39:43 2025	1752007183	0	722	723	721
Tue Jul 08 23:39:37 2025	1752007177	0	722	723	694
Tue Jul 08 23:39:44 2025	1752007184	0	723	723	723
Tue Jul 08 23:39:47 2025	1752007187	0	724	724	722
Tue Jul 08 23:39:47 2025	1752007187	0	724	724	723
Tue Jul 08 23:39:38 2025	1752007178	0	725	725	557
Tue Jul 08 23:39:41 2025	1752007181	0	725	725	450
Tue Jul 08 23:39:39 2025	1752007179	2	724	726	721
Tue Jul 08 23:39:41 2025	1752007181	0	726	726	712
Tue Jul 08 23:39:37 2025	1752007177	0	728	728	461
Tue Jul 08 23:39:44 2025	1752007184	0	728	728	728
Tue Jul 08 23:39:47 2025	1752007187	0	729	729	727
Tue Jul 08 23:39:42 2025	1752007182	0	729	729	729
Tue Jul 08 23:39:43 2025	1752007183	0	730	730	729
Tue Jul 08 23:39:41 2025	1752007181	0	731	732	731
Tue Jul 08 23:39:41 2025	1752007181	1	732	732	732
Tue Jul 08 23:39:47 2025	1752007187	0	732	733	731
Tue Jul 08 23:39:41 2025	1752007181	0	733	733	703
Tue Jul 08 23:39:43 2025	1752007183	4	730	734	727
Tue Jul 08 23:39:44 2025	1752007184	0	735	735	717
Tue Jul 08 23:39:43 2025	1752007183	0	736	736	721
Tue Jul 08 23:39:45 2025	1752007185	0	736	736	673
Tue Jul 08 23:39:41 2025	1752007181	0	736	737	736
Tue Jul 08 23:39:37 2025	1752007177	0	738	738	709
Tue Jul 08 23:39:37 2025	1752007177	0	738	738	433
Tue Jul 08 23:39:37 2025	1752007177	0	739	739	699
Tue Jul 08 23:39:45 2025	1752007185	2	737	739	673
Tue Jul 08 23:39:41 2025	1752007181	0	740	740	739
Tue Jul 08 23:39:44 2025	1752007184	0	740	740	718
Tue Jul 08 23:39:37 2025	1752007177	0	740	740	740
Tue Jul 08 23:39:42 2025	1752007182	0	742	742	742
Tue Jul 08 23:39:37 2025	1752007177	0	742	742	482
Tue Jul 08 23:39:40 2025	1752007180	0	744	744	626
Tue Jul 08 23:39:36 2025	1752007176	0	745	745	581
Tue Jul 08 23:39:42 2025	1752007182	0	746	746	746
Tue Jul 08 23:39:41 2025	1752007181	0	746	747	746
Tue Jul 08 23:39:42 2025	1752007182	0	750	750	665
Tue Jul 08 23:39:44 2025	1752007184	0	751	751	751
Tue Jul 08 23:39:43 2025	1752007183	0	752	752	728
Tue Jul 08 23:39:37 2025	1752007177	1	753	754	752
Tue Jul 08 23:39:42 2025	1752007182	0	754	754	753
Tue Jul 08 23:39:41 2025	1752007181	0	755	755	746
Tue Jul 08 23:39:35 2025	1752007175	8	747	756	742
Tue Jul 08 23:39:41 2025	1752007181	0	756	756	754
Tue Jul 08 23:39:47 2025	1752007187	0	756	756	756
Tue Jul 08 23:39:47 2025	1752007187	0	756	756	756
Tue Jul 08 23:39:46 2025	1752007186	0	758	758	666
Tue Jul 08 23:39:46 2025	1752007186	0	758	758	757
Tue Jul 08 23:39:42 2025	1752007182	0	760	760	753
Tue Jul 08 23:39:43 2025	1752007183	0	762	762	761
Tue Jul 08 23:39:47 2025	1752007187	0	762	762	758
Tue Jul 08 23:39:44 2025	1752007184	0	763	764	763
Tue Jul 08 23:39:42 2025	1752007182	0	764	764	763
Tue Jul 08 23:39:41 2025	1752007181	0	765	765	764
Tue Jul 08 23:39:45 2025	1752007185	0	765	765	756
Tue Jul 08 23:39:42 2025	1752007182	0	766	766	766
Tue Jul 08 23:39:46 2025	1752007186	0	768	768	666
Tue Jul 08 23:39:45 2025	1752007185	0	769	769	767
Tue Jul 08 23:39:39 2025	1752007179	0	770	770	769
Tue Jul 08 23:39:44 2025	1752007184	0	771	771	770
Tue Jul 08 23:39:39 2025	1752007179	0	771	771	771
Tue Jul 08 23:39:47 2025	1752007187	0	772	772	771
Tue Jul 08 23:39:47 2025	1752007187	0	773	773	768
Tue Jul 08 23:39:42 2025	1752007182	0	774	774	610
Tue Jul 08 23:39:41 2025	1752007181	0	774	774	773
Tue Jul 08 23:39:42 2025	1752007182	0	774	774	639
Tue Jul 08 23:39:41 2025	1752007181	0	776	776	774
Tue Jul 08 23:39:45 2025	1752007185	2	775	776	775
Tue Jul 08 23:39:41 2025	1752007181	0	778	778	777
Tue Jul 08 23:39:43 2025	1752007183	3	775	778	774
Tue Jul 08 23:39:41 2025	1752007181	0	778	778	777
Tue Jul 08 23:39:42 2025	1752007182	0	778	778	724
Tue Jul 08 23:39:41 2025	1752007181	0	778	778	774
Tue Jul 08 23:39:44 2025	1752007184	0	779	779	779
Tue Jul 08 23:39:42 2025	1752007182	0	780	780	691
Tue Jul 08 23:39:43 2025	1752007183	0	780	780	745
Tue Jul 08 23:39:42 2025	1752007182	0	781	781	777
Tue Jul 08 23:39:47 2025	1752007187	0	781	781	655
Tue Jul 08 23:39:41 2025	1752007181	0	781	781	781
Tue Jul 08 23:39:47 2025	1752007187	0	782	782	781
Tue Jul 08 23:39:44 2025	1752007184	0	782	782	780
Tue Jul 08 23:39:42 2025	1752007182	0	782	782	726
Tue Jul 08 23:39:43 2025	1752007183	3	779	782	779
Tue Jul 08 23:39:45 2025	1752007185	1	782	783	781
Tue Jul 08 23:39:42 2025	1752007182	0	783	783	630
Tue Jul 08 23:39:42 2025	1752007182	0	785	785	643
Tue Jul 08 23:39:45 2025	1752007185	0	786	786	786
Tue Jul 08 23:39:37 2025	1752007177	0	787	787	483
Tue Jul 08 23:39:37 2025	1752007177	0	788	788	739
Tue Jul 08 23:39:40 2025	1752007180	3	786	788	780
Tue Jul 08 23:39:47 2025	1752007187	0	790	790	789
Tue Jul 08 23:39:42 2025	1752007182	0	790	790	712
Tue Jul 08 23:39:42 2025	1752007182	0	790	790	704
Tue Jul 08 23:39:37 2025	1752007177	0	790	790	789
Tue Jul 08 23:39:40 2025	1752007180	0	790	790	786
Tue Jul 08 23:39:44 2025	1752007184	0	791	791	740
Tue Jul 08 23:39:45 2025	1752007185	0	791	791	734
Tue Jul 08 23:39:43 2025	1752007183	0	791	791	748
Tue Jul 08 23:39:37 2025	1752007177	0	791	791	787
Tue Jul 08 23:39:38 2025	1752007178	0	792	792	789
Tue Jul 08 23:39:42 2025	1752007182	0	793	793	793
Tue Jul 08 23:39:40 2025	1752007180	2	791	794	790
Tue Jul 08 23:39:41 2025	1752007181	0	794	794	794
Tue Jul 08 23:39:42 2025	1752007182	0	796	796	693
Tue Jul 08 23:39:45 2025	1752007185	0	796	796	787
Tue Jul 08 23:39:42 2025	1752007182	0	798	798	797
Tue Jul 08 23:39:37 2025	1752007177	1	798	798	797
Tue Jul 08 23:39:45 2025	1752007185	0	800	800	767
Tue Jul 08 23:39:38 2025	1752007178	1	801	802	681
Tue Jul 08 23:39:38 2025	1752007178	1	801	803	697
Tue Jul 08 23:39:42 2025	1752007182	0	803	803	608
Tue Jul 08 23:39:42 2025	1752007182	0	805	805	679
Tue Jul 08 23:39:47 2025	1752007187	0	805	805	804
Tue Jul 08 23:39:45 2025	1752007185	0	805	805	585
Tue Jul 08 23:39:46 2025	1752007186	0	806	806	806
Tue Jul 08 23:39:45 2025	1752007185	0	807	807	806
Tue Jul 08 23:39:41 2025	1752007181	0	807	807	806
Tue Jul 08 23:39:40 2025	1752007180	0	808	809	804
Tue Jul 08 23:39:45 2025	1752007185	0	809	809	770
Tue Jul 08 23:39:47 2025	1752007187	1	809	809	806
Tue Jul 08 23:39:44 2025	1752007184	0	809	809	809
Tue Jul 08 23:39:42 2025	1752007182	0	810	810	809
Tue Jul 08 23:39:46 2025	1752007186	0	811	811	663
Tue Jul 08 23:39:47 2025	1752007187	0	811	811	807
Tue Jul 08 23:39:42 2025	1752007182	0	813	813	620
Tue Jul 08 23:39:42 2025	1752007182	0	814	814	813
Tue Jul 08 23:39:42 2025	1752007182	0	814	814	811
Tue Jul 08 23:39:44 2025	1752007184	0	815	815	815
Tue Jul 08 23:39:43 2025	1752007183	1	815	816	814
Tue Jul 08 23:39:40 2025	1752007180	0	819	820	819
Tue Jul 08 23:39:39 2025	1752007179	0	820	820	813
Tue Jul 08 23:39:36 2025	1752007176	0	821	821	747
Tue Jul 08 23:39:42 2025	1752007182	0	822	822	715
Tue Jul 08 23:39:35 2025	1752007175	9	813	822	803
Tue Jul 08 23:39:45 2025	1752007185	0	822	822	639
Tue Jul 08 23:39:42 2025	1752007182	0	823	823	822
Tue Jul 08 23:39:40 2025	1752007180	0	823	823	822
Tue Jul 08 23:39:42 2025	1752007182	0	824	824	823
Tue Jul 08 23:39:41 2025	1752007181	0	824	824	824
Tue Jul 08 23:39:39 2025	1752007179	0	825	825	821
Tue Jul 08 23:39:38 2025	1752007178	0	826	826	754
Tue Jul 08 23:39:43 2025	1752007183	0	827	827	826
Tue Jul 08 23:39:45 2025	1752007185	0	827	827	827
Tue Jul 08 23:39:35 2025	1752007175	8	820	828	817
Tue Jul 08 23:39:39 2025	1752007179	0	829	830	829
Tue Jul 08 23:39:44 2025	1752007184	0	831	831	831
Tue Jul 08 23:39:45 2025	1752007185	0	834	834	833
Tue Jul 08 23:39:37 2025	1752007177	0	835	835	829
Tue Jul 08 23:39:42 2025	1752007182	0	835	835	737
Tue Jul 08 23:39:44 2025	1752007184	0	835	835	831
Tue Jul 08 23:39:39 2025	1752007179	0	835	835	819
Tue Jul 08 23:39:35 2025	1752007175	6	829	836	826
Tue Jul 08 23:39:47 2025	1752007187	0	836	836	835
Tue Jul 08 23:39:41 2025	1752007181	0	836	836	836
Tue Jul 08 23:39:46 2025	1752007186	0	837	837	837
Tue Jul 08 23:39:42 2025	1752007182	0	837	837	730
Tue Jul 08 23:39:44 2025	1752007184	0	838	838	826
Tue Jul 08 23:39:39 2025	1752007179	5	835	839	773
Tue Jul 08 23:39:39 2025	1752007179	5	835	839	786
Tue Jul 08 23:39:37 2025	1752007177	0	840	840	770
Tue Jul 08 23:39:46 2025	1752007186	0	840	840	678
Tue Jul 08 23:39:40 2025	1752007180	0	840	840	833
Tue Jul 08 23:39:42 2025	1752007182	0	841	841	840
Tue Jul 08 23:39:47 2025	1752007187	0	841	841	840
Tue Jul 08 23:39:47 2025	1752007187	0	841	841	775
Tue Jul 08 23:39:42 2025	1752007182	0	841	841	841
Tue Jul 08 23:39:41 2025	1752007181	0	841	841	805
Tue Jul 08 23:39:39 2025	1752007179	2	840	842	813
Tue Jul 08 23:39:39 2025	1752007179	2	840	842	820
Tue Jul 08 23:39:37 2025	1752007177	0	842	842	842
Tue Jul 08 23:39:45 2025	1752007185	0	844	844	825
Tue Jul 08 23:39:46 2025	1752007186	0	844	844	772
Tue Jul 08 23:39:38 2025	1752007178	0	844	844	812
Tue Jul 08 23:39:42 2025	1752007182	0	845	845	730
Tue Jul 08 23:39:40 2025	1752007180	0	845	845	642
Tue Jul 08 23:39:46 2025	1752007186	0	845	846	845
Tue Jul 08 23:39:45 2025	1752007185	0	849	849	723
Tue Jul 08 23:39:44 2025	1752007184	0	851	851	850
Tue Jul 08 23:39:47 2025	1752007187	0	852	852	851
Tue Jul 08 23:39:38 2025	1752007178	7	846	853	846
Tue Jul 08 23:39:45 2025	1752007185	0	856	856	833
Tue Jul 08 23:39:36 2025	1752007176	3	853	857	689
Tue Jul 08 23:39:45 2025	1752007185	0	857	857	848
Tue Jul 08 23:39:36 2025	1752007176	5	852	857	847
Tue Jul 08 23:39:46 2025	1752007186	0	858	858	858
Tue Jul 08 23:39:38 2025	1752007178	0	858	859	769
Tue Jul 08 23:39:44 2025	1752007184	0	859	859	858
Tue Jul 08 23:39:42 2025	1752007182	0	860	860	858
Tue Jul 08 23:39:46 2025	1752007186	0	861	861	775
Tue Jul 08 23:39:38 2025	1752007178	1	862	862	842
Tue Jul 08 23:39:42 2025	1752007182	0	863	863	862
Tue Jul 08 23:39:39 2025	1752007179	0	864	864	767
Tue Jul 08 23:39:38 2025	1752007178	6	858	864	856
Tue Jul 08 23:39:43 2025	1752007183	0	864	864	863
Tue Jul 08 23:39:45 2025	1752007185	0	864	865	848
Tue Jul 08 23:39:44 2025	1752007184	0	865	865	681
Tue Jul 08 23:39:42 2025	1752007182	0	866	866	865
Tue Jul 08 23:39:38 2025	1752007178	7	860	867	762
Tue Jul 08 23:39:45 2025	1752007185	0	867	867	865
Tue Jul 08 23:39:38 2025	1752007178	7	860	867	734
Tue Jul 08 23:39:47 2025	1752007187	0	868	868	867
Tue Jul 08 23:39:36 2025	1752007176	2	866	868	866
Tue Jul 08 23:39:45 2025	1752007185	0	869	869	858
Tue Jul 08 23:39:38 2025	1752007178	7	862	869	835
Tue Jul 08 23:39:47 2025	1752007187	0	869	869	843
Tue Jul 08 23:39:36 2025	1752007176	0	869	869	869
Tue Jul 08 23:39:37 2025	1752007177	0	870	870	869
Tue Jul 08 23:39:36 2025	1752007176	0	870	870	870
Tue Jul 08 23:39:44 2025	1752007184	0	871	871	845
Tue Jul 08 23:39:38 2025	1752007178	0	876	876	875
Tue Jul 08 23:39:45 2025	1752007185	0	877	877	763
Tue Jul 08 23:39:38 2025	1752007178	2	876	878	875
Tue Jul 08 23:39:45 2025	1752007185	0	878	878	850
Tue Jul 08 23:39:45 2025	1752007185	0	879	879	870
Tue Jul 08 23:39:45 2025	1752007185	0	879	879	879
Tue Jul 08 23:39:41 2025	1752007181	0	879	879	879
Tue Jul 08 23:39:41 2025	1752007181	0	880	881	880
Tue Jul 08 23:39:43 2025	1752007183	0	881	881	879
Tue Jul 08 23:39:38 2025	1752007178	0	882	882	878
Tue Jul 08 23:39:47 2025	1752007187	0	882	882	858
Tue Jul 08 23:39:41 2025	1752007181	0	882	882	882
Tue Jul 08 23:39:41 2025	1752007181	0	883	883	882
Tue Jul 08 23:39:41 2025	1752007181	0	885	885	884
Tue Jul 08 23:39:44 2025	1752007184	0	886	886	884
Tue Jul 08 23:39:45 2025	1752007185	0	887	888	879
Tue Jul 08 23:39:42 2025	1752007182	0	890	890	850
Tue Jul 08 23:39:38 2025	1752007178	0	893	893	891
Tue Jul 08 23:39:45 2025	1752007185	0	895	895	793
Tue Jul 08 23:39:42 2025	1752007182	0	896	896	896
Tue Jul 08 23:39:41 2025	1752007181	0	897	897	883
Tue Jul 08 23:39:41 2025	1752007181	1	897	897	894
Tue Jul 08 23:39:44 2025	1752007184	0	898	898	889
Tue Jul 08 23:39:35 2025	1752007175	7	892	899	829
Tue Jul 08 23:39:40 2025	1752007180	3	897	900	892
Tue Jul 08 23:39:38 2025	1752007178	0	900	900	876
Tue Jul 08 23:39:45 2025	1752007185	0	900	901	861
Tue Jul 08 23:39:43 2025	1752007183	3	898	901	694
Tue Jul 08 23:39:35 2025	1752007175	7	894	902	892
Tue Jul 08 23:39:40 2025	1752007180	0	902	903	900
Tue Jul 08 23:39:47 2025	1752007187	0	906	906	893
Tue Jul 08 23:39:35 2025	1752007175	7	899	906	899
Tue Jul 08 23:39:38 2025	1752007178	0	907	907	770
Tue Jul 08 23:39:44 2025	1752007184	0	907	907	855
Tue Jul 08 23:39:35 2025	1752007175	4	904	908	903
Tue Jul 08 23:39:35 2025	1752007175	7	901	908	900
Tue Jul 08 23:39:42 2025	1752007182	0	912	912	911
Tue Jul 08 23:39:36 2025	1752007176	8	905	913	841
Tue Jul 08 23:39:45 2025	1752007185	0	913	913	911
Tue Jul 08 23:39:45 2025	1752007185	0	915	915	824
Tue Jul 08 23:39:36 2025	1752007176	2	914	916	704
Tue Jul 08 23:39:42 2025	1752007182	0	918	918	787
Tue Jul 08 23:39:43 2025	1752007183	2	916	918	900
Tue Jul 08 23:39:35 2025	1752007175	9	909	919	909
Tue Jul 08 23:39:35 2025	1752007175	9	910	919	910
Tue Jul 08 23:39:42 2025	1752007182	0	920	920	905
Tue Jul 08 23:39:35 2025	1752007175	7	917	924	916
Tue Jul 08 23:39:46 2025	1752007186	0	925	925	889
Tue Jul 08 23:39:47 2025	1752007187	0	925	925	912
